"","Mesa","Department","District","Turnout","MAS.vote","VS","BBS","stolen.prop","bboxstuff.prop","Fraud.type"
"25531",25531,"Santa Cruz",48,0.882357966133045,0.332858567347309,0,0,0,0,"Clean"
"25532",25532,"Santa Cruz",48,0.997433032909708,0.411987662505682,0,1,0,0.977,"BBS"
"25536",25536,"Santa Cruz",48,0.882537424121581,0.395445931645841,0,0,0,0,"Clean"
"25547",25547,"Santa Cruz",48,0.863623892233122,0.850692877745423,1,0,0.769,0,"VS"
"25548",25548,"Santa Cruz",48,0.857506436882569,0.383169879647217,0,0,0,0,"Clean"
"25550",25550,"Santa Cruz",48,0.897410164154792,0.493982533633436,0,0,0,0,"Clean"
"25555",25555,"Santa Cruz",48,0.986131609706432,0.506815180722977,0,1,0,0.886,"BBS"
"25563",25563,"Santa Cruz",48,0.893648307135264,0.426251837080132,0,0,0,0,"Clean"
"25571",25571,"Santa Cruz",48,0.903424702705424,0.313414581432024,0,0,0,0,"Clean"
"25615",25615,"Santa Cruz",48,0.963792726017356,0.469651539131605,0,1,0,0.74,"BBS"
"25617",25617,"Santa Cruz",48,0.859828315259966,0.340913540715328,0,0,0,0,"Clean"
"25645",25645,"Santa Cruz",48,0.892762495585225,0.890929847855344,1,0,0.826,0,"VS"
"25676",25676,"Santa Cruz",48,0.898468963551684,0.452664531045905,0,0,0,0,"Clean"
"25677",25677,"Santa Cruz",48,1,0.360128553842044,0,1,0,1,"BBS"
"25678",25678,"Santa Cruz",48,0.854392213187676,0.925758719621411,1,0,0.851,0,"VS"
"25679",25679,"Santa Cruz",48,0.874465596620358,0.868157947936729,1,0,0.808,0,"VS"
"25685",25685,"Santa Cruz",48,0.877150293211836,0.88758922109945,1,0,0.76,0,"VS"
"25688",25688,"Santa Cruz",48,0.866403941562026,0.364257548720298,0,0,0,0,"Clean"
"25692",25692,"Santa Cruz",48,0.861163435295385,0.916783533182112,1,0,0.873,0,"VS"
"25700",25700,"Santa Cruz",48,0.873923254885043,0.458807689676051,0,0,0,0,"Clean"
"25722",25722,"Santa Cruz",48,0.969835639482144,0.350531007229352,0,1,0,0.705,"BBS"
"25727",25727,"Santa Cruz",48,0.867907277783436,0.320967616357791,0,0,0,0,"Clean"
"25737",25737,"Santa Cruz",48,0.98227814683443,0.418207962372989,0,1,0,0.832,"BBS"
"25750",25750,"Santa Cruz",48,0.857124812658333,0.84441510173278,1,0,0.748,0,"VS"
"25756",25756,"Santa Cruz",48,0.988323880996529,0.496470737747753,0,1,0,0.884,"BBS"
"25767",25767,"Santa Cruz",48,0.979148338619142,0.442187774962528,0,1,0,0.824,"BBS"
"25773",25773,"Santa Cruz",48,0.870735784425483,0.456642411765522,0,0,0,0,"Clean"
"25774",25774,"Santa Cruz",48,0.900629732660892,0.89820746889997,1,0,0.849,0,"VS"
"25780",25780,"Santa Cruz",48,0.901964349561426,0.469796442915304,0,0,0,0,"Clean"
"25786",25786,"Santa Cruz",48,0.903660636348215,0.450458129734572,0,0,0,0,"Clean"
"25815",25815,"Santa Cruz",48,0.87372387015506,0.359720803924235,0,0,0,0,"Clean"
"25822",25822,"Santa Cruz",48,0.882936364384987,0.833401812070376,1,0,0.732,0,"VS"
"25829",25829,"Santa Cruz",48,0.854907061543211,0.447371218644792,0,0,0,0,"Clean"
"25832",25832,"Santa Cruz",48,0.874607158145952,0.914274805386063,1,0,0.839,0,"VS"
"25844",25844,"Santa Cruz",48,0.86761113335232,0.327338234033984,0,0,0,0,"Clean"
"25868",25868,"Santa Cruz",48,0.895974235721271,0.46635628293799,0,0,0,0,"Clean"
"25873",25873,"Santa Cruz",48,0.87246314936008,0.411838279474845,0,0,0,0,"Clean"
"25886",25886,"Santa Cruz",48,0.875298256048265,0.343828256613068,0,0,0,0,"Clean"
"25889",25889,"Santa Cruz",48,0.900968713890859,0.445906722269494,0,0,0,0,"Clean"
"25895",25895,"Santa Cruz",48,0.902978245684547,0.395524970252882,0,0,0,0,"Clean"
"25900",25900,"Santa Cruz",48,0.86854138910863,0.840997538533245,1,0,0.729,0,"VS"
"25902",25902,"Santa Cruz",48,0.870808048102921,0.316848976321878,0,0,0,0,"Clean"
"25910",25910,"Santa Cruz",48,0.880254340884271,0.903205854740814,1,0,0.792,0,"VS"
"25959",25959,"Santa Cruz",48,0.961209440032223,0.351669998566573,0,1,0,0.722,"BBS"
"25964",25964,"Santa Cruz",48,0.856942801567122,0.93151222445176,1,0,0.864,0,"VS"
"25970",25970,"Santa Cruz",48,0.903489124214541,0.908906818824179,1,0,0.847,0,"VS"
"26007",26007,"Santa Cruz",49,0.977823892569211,0.380516968103623,0,1,0,0.823,"BBS"
"26038",26038,"Santa Cruz",49,0.87271814475657,0.458507935931768,0,0,0,0,"Clean"
"26041",26041,"Santa Cruz",49,0.860422201557781,0.390696474810139,0,0,0,0,"Clean"
"26070",26070,"Santa Cruz",49,0.905184751939683,0.570929244039764,0,0,0,0,"Clean"
"26086",26086,"Santa Cruz",49,0.980877688782909,0.41639458540622,0,1,0,0.794,"BBS"
"26115",26115,"Santa Cruz",49,0.864278592361314,0.546739510770556,0,0,0,0,"Clean"
"26125",26125,"Santa Cruz",49,0.896788925294903,0.395362486855984,0,0,0,0,"Clean"
"26130",26130,"Santa Cruz",49,0.904946851583007,0.578134208784401,0,0,0,0,"Clean"
"26142",26142,"Santa Cruz",49,0.900438794319916,0.502044140182825,0,0,0,0,"Clean"
"26147",26147,"Santa Cruz",49,0.89450056457216,0.86687120702919,1,0,0.775,0,"VS"
"26154",26154,"Santa Cruz",49,0.868850186193033,0.521099465578829,0,0,0,0,"Clean"
"26156",26156,"Santa Cruz",49,0.967984106989964,0.450216540848089,0,1,0,0.764,"BBS"
"26162",26162,"Santa Cruz",49,0.98763373509302,0.499990808713224,0,1,0,0.863,"BBS"
"26174",26174,"Santa Cruz",49,0.87994473911135,0.903140925924361,1,0,0.783,0,"VS"
"26184",26184,"Santa Cruz",49,0.977859193121962,0.436852468614811,0,1,0,0.813,"BBS"
"26193",26193,"Santa Cruz",49,0.973148177040412,0.393539287711852,0,1,0,0.767,"BBS"
"26237",26237,"Santa Cruz",49,0.901762064437893,0.500730994991643,0,0,0,0,"Clean"
"26241",26241,"Santa Cruz",49,0.871972695088638,0.907985248194154,1,0,0.783,0,"VS"
"26243",26243,"Santa Cruz",49,0.869911333005377,0.553333615690919,0,0,0,0,"Clean"
"26256",26256,"Santa Cruz",49,0.863594928988537,0.426728365559903,0,0,0,0,"Clean"
"26259",26259,"Santa Cruz",49,0.894502220120675,0.363851848768951,0,0,0,0,"Clean"
"26260",26260,"Santa Cruz",49,0.981975395906146,0.454367986722955,0,1,0,0.815,"BBS"
"26266",26266,"Santa Cruz",49,0.860991729776049,0.440499638114029,0,0,0,0,"Clean"
"26275",26275,"Santa Cruz",49,0.876985851377039,0.348310868019909,0,0,0,0,"Clean"
"26285",26285,"Santa Cruz",49,0.863817958350628,0.356126411391744,0,0,0,0,"Clean"
"26310",26310,"Santa Cruz",49,0.879012746029561,0.553960116323825,0,0,0,0,"Clean"
"26313",26313,"Santa Cruz",49,0.883671414352298,0.897499918436066,1,0,0.797,0,"VS"
"26319",26319,"Santa Cruz",49,0.985676108534781,0.580015708940864,0,1,0,0.851,"BBS"
"26335",26335,"Santa Cruz",49,0.864637662863367,0.901138586958552,1,0,0.8,0,"VS"
"26340",26340,"Santa Cruz",49,0.866045452709112,0.37679322876773,0,0,0,0,"Clean"
"26341",26341,"Santa Cruz",49,0.907353710284173,0.907838879328721,1,0,0.79,0,"VS"
"26353",26353,"Santa Cruz",49,0.861393956673309,0.573679720664306,0,0,0,0,"Clean"
"26355",26355,"Santa Cruz",49,0.874726495802261,0.451789064900174,0,0,0,0,"Clean"
"26366",26366,"Santa Cruz",49,0.985270745160703,0.548037331630738,0,1,0,0.837,"BBS"
"26367",26367,"Santa Cruz",49,0.982176126225943,0.529290644527767,0,1,0,0.859,"BBS"
"26377",26377,"Santa Cruz",49,0.891497834592271,0.459144017000279,0,0,0,0,"Clean"
"26379",26379,"Santa Cruz",49,0.909078291233109,0.909162238533631,1,0,0.846,0,"VS"
"26398",26398,"Santa Cruz",49,0.864173973594205,0.348216601785947,0,0,0,0,"Clean"
"26399",26399,"Santa Cruz",49,0.860824923244239,0.505150447312315,0,0,0,0,"Clean"
"26400",26400,"Santa Cruz",49,0.999367299059023,0.506024360522765,0,1,0,0.993,"BBS"
"26407",26407,"Santa Cruz",49,0.993777094245085,0.537842649212576,0,1,0,0.937,"BBS"
"26410",26410,"Santa Cruz",49,0.86497535106276,0.526081270153418,0,0,0,0,"Clean"
"26414",26414,"Santa Cruz",49,0.906999281486776,0.867333093694928,1,0,0.768,0,"VS"
"26424",26424,"Santa Cruz",49,0.987519625056141,0.420483502886108,0,1,0,0.862,"BBS"
"26426",26426,"Santa Cruz",49,0.896094315441059,0.540504441428485,0,0,0,0,"Clean"
"26430",26430,"Santa Cruz",49,0.983395948404718,0.375727275705729,0,1,0,0.867,"BBS"
"26437",26437,"Santa Cruz",49,0.9654434574199,0.449830885868059,0,1,0,0.744,"BBS"
"26446",26446,"Santa Cruz",49,0.888778279803935,0.909043439153117,1,0,0.839,0,"VS"
"26470",26470,"Santa Cruz",49,0.962297827338585,0.51551754874054,0,1,0,0.665,"BBS"
"26481",26481,"Santa Cruz",49,0.903273253959075,0.395322886413828,0,0,0,0,"Clean"
"26486",26486,"Santa Cruz",49,0.864673998807199,0.514041431680543,0,0,0,0,"Clean"
"26489",26489,"Santa Cruz",49,0.896860997298216,0.841659416263479,1,0,0.673,0,"VS"
"26490",26490,"Santa Cruz",49,0.901025829246544,0.559635581657218,0,0,0,0,"Clean"
"26495",26495,"Santa Cruz",49,0.910249162341203,0.52717579390766,0,0,0,0,"Clean"
"26500",26500,"Santa Cruz",49,0.89443240457998,0.914286737837482,1,0,0.806,0,"VS"
"26503",26503,"Santa Cruz",49,0.883472918717951,0.367718418688811,0,0,0,0,"Clean"
"26507",26507,"Santa Cruz",49,0.981363174821751,0.386157345212889,0,1,0,0.836,"BBS"
"26525",26525,"Santa Cruz",50,0.865463845956717,0.494336901425269,0,0,0,0,"Clean"
"26528",26528,"Santa Cruz",50,0.8967268028841,0.419212103537965,0,0,0,0,"Clean"
"26546",26546,"Santa Cruz",50,0.892603977417898,0.881540058559807,1,0,0.755,0,"VS"
"26550",26550,"Santa Cruz",50,0.893072033217511,0.89017341573076,1,0,0.755,0,"VS"
"26554",26554,"Santa Cruz",50,0.872021955832653,0.895879626725424,1,0,0.756,0,"VS"
"26562",26562,"Santa Cruz",50,0.887909497931604,0.910682118497511,1,0,0.801,0,"VS"
"26564",26564,"Santa Cruz",50,0.897521187567864,0.524183877044561,0,0,0,0,"Clean"
"26579",26579,"Santa Cruz",50,0.864141102462371,0.882747594131524,1,0,0.731,0,"VS"
"26588",26588,"Santa Cruz",50,0.8804939790432,0.843592588657713,1,0,0.746,0,"VS"
"26601",26601,"Santa Cruz",50,0.871263405573325,0.553130041550521,0,0,0,0,"Clean"
"26603",26603,"Santa Cruz",50,0.978855896770139,0.39251780505836,0,1,0,0.821,"BBS"
"26605",26605,"Santa Cruz",50,0.890086870967565,0.426798253872053,0,0,0,0,"Clean"
"26618",26618,"Santa Cruz",50,0.984775173125321,0.529148868377807,0,1,0,0.849,"BBS"
"26621",26621,"Santa Cruz",50,0.878197739791862,0.943074950513837,1,0,0.903,0,"VS"
"26625",26625,"Santa Cruz",50,0.981176539304582,0.470042501436577,0,1,0,0.87,"BBS"
"26632",26632,"Santa Cruz",50,0.878564402638899,0.929112367693044,1,0,0.877,0,"VS"
"26642",26642,"Santa Cruz",50,0.96960854372682,0.405412300663241,0,1,0,0.745,"BBS"
"26651",26651,"Santa Cruz",50,0.867202036972887,0.407038495832125,0,0,0,0,"Clean"
"26653",26653,"Santa Cruz",50,0.882515363785104,0.901203097666472,1,0,0.791,0,"VS"
"26657",26657,"Santa Cruz",50,0.989513743032449,0.515128627783638,0,1,0,0.908,"BBS"
"26663",26663,"Santa Cruz",50,0.959143646212147,0.498878178693462,0,1,0,0.669,"BBS"
"26665",26665,"Santa Cruz",50,0.983009082842005,0.549054957278925,0,1,0,0.885,"BBS"
"26667",26667,"Santa Cruz",50,0.891919728878066,0.840771783082363,1,0,0.737,0,"VS"
"26675",26675,"Santa Cruz",50,0.864640574467779,0.467061448911399,0,0,0,0,"Clean"
"26678",26678,"Santa Cruz",50,0.973510897560389,0.49790598622177,0,1,0,0.764,"BBS"
"26684",26684,"Santa Cruz",50,0.98238530180338,0.516245333877178,0,1,0,0.875,"BBS"
"26693",26693,"Santa Cruz",50,0.888761212867285,0.406436259830953,0,0,0,0,"Clean"
"26714",26714,"Santa Cruz",50,0.874011307922064,0.37698646582304,0,0,0,0,"Clean"
"26727",26727,"Santa Cruz",50,0.975785831981523,0.473920223008857,0,1,0,0.812,"BBS"
"26729",26729,"Santa Cruz",50,0.869931994250282,0.900674918334521,1,0,0.804,0,"VS"
"26733",26733,"Santa Cruz",50,0.891040971595747,0.480481416545618,0,0,0,0,"Clean"
"26744",26744,"Santa Cruz",50,0.877354196669507,0.465614007207096,0,0,0,0,"Clean"
"26748",26748,"Santa Cruz",50,0.878839281307882,0.398316204711545,0,0,0,0,"Clean"
"26754",26754,"Santa Cruz",50,0.870285634356506,0.557409042782814,0,0,0,0,"Clean"
"26757",26757,"Santa Cruz",50,0.866279196801794,0.526904561783925,0,0,0,0,"Clean"
"26768",26768,"Santa Cruz",50,0.963454816078618,0.396059552771811,0,1,0,0.708,"BBS"
"26777",26777,"Santa Cruz",50,0.868960035378563,0.521665003860062,0,0,0,0,"Clean"
"26781",26781,"Santa Cruz",50,0.895221900242092,0.404474519230931,0,0,0,0,"Clean"
"26802",26802,"Santa Cruz",50,0.893893922305172,0.375226460183159,0,0,0,0,"Clean"
"26826",26826,"Santa Cruz",50,0.889047952621258,0.405446354072465,0,0,0,0,"Clean"
"26833",26833,"Santa Cruz",50,0.891550598955893,0.984736389865453,1,0,0.967,0,"VS"
"26865",26865,"Santa Cruz",50,0.869765491706914,0.566710526230303,0,0,0,0,"Clean"
"26870",26870,"Santa Cruz",50,0.884969434772539,0.479223776056055,0,0,0,0,"Clean"
"26871",26871,"Santa Cruz",50,0.853513809270641,0.492447562642862,0,0,0,0,"Clean"
"26872",26872,"Santa Cruz",50,0.993137245847821,0.503057125873452,0,1,0,0.942,"BBS"
"26875",26875,"Santa Cruz",50,0.853937200212963,0.87225049896007,1,0,0.784,0,"VS"
"26878",26878,"Santa Cruz",50,0.982949312402113,0.500020330806325,0,1,0,0.884,"BBS"
"26885",26885,"Santa Cruz",50,0.89167511410847,0.875493512359017,1,0,0.79,0,"VS"
"26889",26889,"Santa Cruz",50,0.884206307141778,0.532888351144566,0,0,0,0,"Clean"
"26897",26897,"Santa Cruz",50,0.873045349187467,0.473724247941231,0,0,0,0,"Clean"
"26899",26899,"Santa Cruz",50,0.875542175754205,0.535381829509699,0,0,0,0,"Clean"
"26907",26907,"Santa Cruz",50,0.898920299746839,0.454258601382776,0,0,0,0,"Clean"
"26910",26910,"Santa Cruz",50,0.884736103055392,0.894530992559789,1,0,0.764,0,"VS"
"26913",26913,"Santa Cruz",50,0.899954591433398,0.397516237043032,0,0,0,0,"Clean"
"26916",26916,"Santa Cruz",50,0.870285011078001,0.887355693624979,1,0,0.758,0,"VS"
"26919",26919,"Santa Cruz",50,0.977975716073743,0.404412753511719,0,1,0,0.796,"BBS"
"26925",26925,"Santa Cruz",50,0.862735871405171,0.500260302283968,0,0,0,0,"Clean"
"26930",26930,"Santa Cruz",50,0.870489410306681,0.403589125614756,0,0,0,0,"Clean"
"26940",26940,"Santa Cruz",50,0.981455572039655,0.454688980676651,0,1,0,0.822,"BBS"
"26953",26953,"Santa Cruz",50,0.888222935191314,0.429320835821346,0,0,0,0,"Clean"
"26955",26955,"Santa Cruz",50,0.978944211858092,0.458860011922666,0,1,0,0.791,"BBS"
"26959",26959,"Santa Cruz",50,0.863338393561558,0.43250636383821,0,0,0,0,"Clean"
"26963",26963,"Santa Cruz",50,0.89966957543478,0.493541571405733,0,0,0,0,"Clean"
"26977",26977,"Santa Cruz",50,0.867457635117254,0.89076681191131,1,0,0.792,0,"VS"
"26989",26989,"Santa Cruz",50,0.870480786660171,0.920865813876128,1,0,0.871,0,"VS"
"26990",26990,"Santa Cruz",50,0.975588432911736,0.355303776544999,0,1,0,0.797,"BBS"
"27001",27001,"Santa Cruz",50,0.896105066228162,0.518437592175278,0,0,0,0,"Clean"
"27016",27016,"Santa Cruz",50,0.969734400164528,0.493133952698587,0,1,0,0.758,"BBS"
"27027",27027,"Santa Cruz",50,0.900325179816872,0.402755079244856,0,0,0,0,"Clean"
"27043",27043,"Santa Cruz",50,0.884012445860984,0.889796849661326,1,0,0.757,0,"VS"
"27059",27059,"Santa Cruz",50,0.983246967137072,0.39834636179381,0,1,0,0.854,"BBS"
"27064",27064,"Santa Cruz",50,0.983342033386285,0.551898355283457,0,1,0,0.853,"BBS"
"27074",27074,"Santa Cruz",50,0.869736019588238,0.427817672814353,0,0,0,0,"Clean"
"27078",27078,"Santa Cruz",50,0.896523840971207,0.876174821113294,1,0,0.722,0,"VS"
"27125",27125,"Santa Cruz",50,0.856028887690063,0.931686329577361,1,0,0.843,0,"VS"
"27134",27134,"Santa Cruz",50,0.855851357601557,0.563232487987524,0,0,0,0,"Clean"
"27150",27150,"Santa Cruz",50,0.878498000559588,0.360515867539027,0,0,0,0,"Clean"
"27164",27164,"Santa Cruz",50,0.865164314632397,0.551483273387444,0,0,0,0,"Clean"
"27167",27167,"Santa Cruz",50,0.865754668508763,0.39411861243633,0,0,0,0,"Clean"
"27206",27206,"Santa Cruz",51,0.891311828146189,0.392335927041894,0,0,0,0,"Clean"
"27210",27210,"Santa Cruz",51,0.879934664519786,0.863290906049104,1,0,0.775,0,"VS"
"27219",27219,"Santa Cruz",51,0.875835196602339,0.441224602579462,0,0,0,0,"Clean"
"27224",27224,"Santa Cruz",51,0.848346596757981,0.498503430556463,0,0,0,0,"Clean"
"27249",27249,"Santa Cruz",51,0.997359679794857,0.344729902096186,0,1,0,0.978,"BBS"
"27265",27265,"Santa Cruz",51,0.855427081303663,0.448560376645983,0,0,0,0,"Clean"
"27271",27271,"Santa Cruz",51,0.970482071433882,0.493532199194434,0,1,0,0.806,"BBS"
"27284",27284,"Santa Cruz",51,0.892257495472767,0.321856944352324,0,0,0,0,"Clean"
"27292",27292,"Santa Cruz",51,0.97730354578028,0.404350288595452,0,1,0,0.84,"BBS"
"27298",27298,"Santa Cruz",51,0.988481435964562,0.411349571402296,0,1,0,0.897,"BBS"
"27319",27319,"Santa Cruz",51,0.982685547980252,0.401821326041719,0,1,0,0.832,"BBS"
"27321",27321,"Santa Cruz",51,0.859026974481005,0.396797981831276,0,0,0,0,"Clean"
"27322",27322,"Santa Cruz",51,0.852223267459178,0.330398010564714,0,0,0,0,"Clean"
"27327",27327,"Santa Cruz",51,0.884983908575442,0.346086094947391,0,0,0,0,"Clean"
"27334",27334,"Santa Cruz",51,0.874851575372142,0.32994795511078,0,0,0,0,"Clean"
"27344",27344,"Santa Cruz",51,0.992787461068274,0.411176219530342,0,1,0,0.949,"BBS"
"27350",27350,"Santa Cruz",51,0.895469037584201,0.329460138144804,0,0,0,0,"Clean"
"27355",27355,"Santa Cruz",51,0.893812160447468,0.889792957002751,1,0,0.791,0,"VS"
"27356",27356,"Santa Cruz",51,0.862214789782791,0.427009449351026,0,0,0,0,"Clean"
"27377",27377,"Santa Cruz",51,0.89040096474757,0.331013544565801,0,0,0,0,"Clean"
"27378",27378,"Santa Cruz",51,0.881666251804627,0.451983929561209,0,0,0,0,"Clean"
"27379",27379,"Santa Cruz",51,0.866875240146983,0.911635907595707,1,0,0.827,0,"VS"
"27382",27382,"Santa Cruz",51,0.856712211244886,0.374280630520807,0,0,0,0,"Clean"
"27390",27390,"Santa Cruz",51,0.875960671627784,0.409765170402086,0,0,0,0,"Clean"
"27400",27400,"Santa Cruz",51,0.971895547527699,0.441792394824035,0,1,0,0.771,"BBS"
"27403",27403,"Santa Cruz",51,0.872148869390854,0.900402098966325,1,0,0.815,0,"VS"
"27408",27408,"Santa Cruz",51,0.84539946001194,0.289472588169185,0,0,0,0,"Clean"
"27410",27410,"Santa Cruz",51,0.883137610793428,0.890441843974021,1,0,0.807,0,"VS"
"27422",27422,"Santa Cruz",51,0.893678997757802,0.40072718284073,0,0,0,0,"Clean"
"27425",27425,"Santa Cruz",51,0.859729285813788,0.262312794358261,0,0,0,0,"Clean"
"27431",27431,"Santa Cruz",51,0.873838952047734,0.293831514445724,0,0,0,0,"Clean"
"27432",27432,"Santa Cruz",51,0.859094812526383,0.383502762100403,0,0,0,0,"Clean"
"27438",27438,"Santa Cruz",51,0.88523914012697,0.393228679334872,0,0,0,0,"Clean"
"27448",27448,"Santa Cruz",51,0.889194351102234,0.283450697413224,0,0,0,0,"Clean"
"27469",27469,"Santa Cruz",51,0.889454876698582,0.339125152708131,0,0,0,0,"Clean"
"27489",27489,"Santa Cruz",51,0.986183211746593,0.272248958378367,0,1,0,0.879,"BBS"
"27494",27494,"Santa Cruz",51,0.853293290032619,0.827297657554475,1,0,0.752,0,"VS"
"27498",27498,"Santa Cruz",51,0.894163143230695,0.373885250933552,0,0,0,0,"Clean"
"27510",27510,"Santa Cruz",51,0.988602047403572,0.409863056648244,0,1,0,0.892,"BBS"
"27511",27511,"Santa Cruz",51,0.889934967492772,0.425793046638974,0,0,0,0,"Clean"
"27524",27524,"Santa Cruz",51,0.871698449883536,0.338672515985371,0,0,0,0,"Clean"
"27550",27550,"Santa Cruz",51,0.963548728372497,0.334243738253132,0,1,0,0.71,"BBS"
"27552",27552,"Santa Cruz",51,0.979194444273087,0.482024160730148,0,1,0,0.845,"BBS"
"27559",27559,"Santa Cruz",51,0.877434206466544,0.46063465478905,0,0,0,0,"Clean"
"27566",27566,"Santa Cruz",51,0.886746233921339,0.428480498822873,0,0,0,0,"Clean"
"27575",27575,"Santa Cruz",51,0.967216634106439,0.405656999711497,0,1,0,0.708,"BBS"
"27579",27579,"Santa Cruz",51,0.878709487333889,0.373942501121713,0,0,0,0,"Clean"
"27587",27587,"Santa Cruz",51,0.8703170404383,0.804245168817605,1,0,0.729,0,"VS"
"27594",27594,"Santa Cruz",51,0.880458417808259,0.453969258374147,0,0,0,0,"Clean"
"27607",27607,"Santa Cruz",51,0.85536764176148,0.277452119790678,0,0,0,0,"Clean"
"27613",27613,"Santa Cruz",51,0.865306544806173,0.377118655065369,0,0,0,0,"Clean"
"27621",27621,"Santa Cruz",51,0.863083397791292,0.386050794890671,0,0,0,0,"Clean"
"27625",27625,"Santa Cruz",51,0.846979284019295,0.464436825833582,0,0,0,0,"Clean"
"27629",27629,"Santa Cruz",51,0.862428594902409,0.855480292521617,1,0,0.755,0,"VS"
"27673",27673,"Santa Cruz",51,0.875075029039611,0.873186189624428,1,0,0.753,0,"VS"
"27686",27686,"Santa Cruz",51,0.855938804668801,0.398263964208736,0,0,0,0,"Clean"
"27687",27687,"Santa Cruz",51,0.97183483941255,0.426304863643138,0,1,0,0.75,"BBS"
"27692",27692,"Santa Cruz",51,0.895214914234746,0.410282481817382,0,0,0,0,"Clean"
"27693",27693,"Santa Cruz",51,0.893775203943918,0.455604389922026,0,0,0,0,"Clean"
"27701",27701,"Santa Cruz",51,0.854605487407522,0.470485545078616,0,0,0,0,"Clean"
"27710",27710,"Santa Cruz",51,0.857414368406222,0.484641525524367,0,0,0,0,"Clean"
"27716",27716,"Santa Cruz",51,0.860004135072102,0.287792243036067,0,0,0,0,"Clean"
"27726",27726,"Santa Cruz",51,0.971088718499464,0.264933872617696,0,1,0,0.786,"BBS"
"27731",27731,"Santa Cruz",51,0.866293120327751,0.414497276471783,0,0,0,0,"Clean"
"27733",27733,"Santa Cruz",51,0.882742079694477,0.855726906389384,1,0,0.763,0,"VS"
"27737",27737,"Santa Cruz",51,0.885898426741375,0.850214225320525,1,0,0.778,0,"VS"
"27745",27745,"Santa Cruz",51,0.982247839354772,0.454983979161701,0,1,0,0.872,"BBS"
"27746",27746,"Santa Cruz",51,0.886804145970934,0.862750964679908,1,0,0.794,0,"VS"
"27754",27754,"Santa Cruz",51,0.868759860351517,0.37731130957903,0,0,0,0,"Clean"
"27774",27774,"Santa Cruz",51,0.893122928386767,0.307335588902125,0,0,0,0,"Clean"
"27796",27796,"Santa Cruz",51,0.860105242575395,0.27203223121024,0,0,0,0,"Clean"
"27806",27806,"Santa Cruz",51,0.979188098918409,0.282820256398584,0,1,0,0.827,"BBS"
"27811",27811,"Santa Cruz",51,0.855048414243219,0.383668412677005,0,0,0,0,"Clean"
"27822",27822,"Santa Cruz",51,0.89606883844746,0.425614612123817,0,0,0,0,"Clean"
"27832",27832,"Santa Cruz",51,0.88287430906746,0.431413413433994,0,0,0,0,"Clean"
"27833",27833,"Santa Cruz",51,0.964162609940982,0.345895770495447,0,1,0,0.747,"BBS"
"27835",27835,"Santa Cruz",51,0.896320397041748,0.277834293856949,0,0,0,0,"Clean"
"27850",27850,"Santa Cruz",51,0.870343061920952,0.325398039477442,0,0,0,0,"Clean"
"27858",27858,"Santa Cruz",51,0.885538709068754,0.434785853863089,0,0,0,0,"Clean"
"27867",27867,"Santa Cruz",51,0.885287710187804,0.836350464920481,1,0,0.748,0,"VS"
"27880",27880,"Santa Cruz",51,0.862962533286917,0.850466733403039,1,0,0.756,0,"VS"
"27894",27894,"Santa Cruz",51,0.895352878834074,0.927552637217013,1,0,0.88,0,"VS"
"27907",27907,"Santa Cruz",51,0.861126644316389,0.331280616924599,0,0,0,0,"Clean"
"27927",27927,"Santa Cruz",51,0.873950545757671,0.270973343625627,0,0,0,0,"Clean"
"27930",27930,"Santa Cruz",51,0.975860889744876,0.440238798950092,0,1,0,0.83,"BBS"
"27933",27933,"Santa Cruz",51,0.886703588048499,0.393550957819077,0,0,0,0,"Clean"
"27940",27940,"Santa Cruz",51,0.860520043879541,0.466516159092234,0,0,0,0,"Clean"
"27941",27941,"Santa Cruz",51,0.881389558204403,0.444320857058782,0,0,0,0,"Clean"
"27953",27953,"Santa Cruz",51,0.872753917410427,0.417411807199766,0,0,0,0,"Clean"
"27960",27960,"Santa Cruz",51,0.887510849946131,0.920028022939362,1,0,0.859,0,"VS"
"27962",27962,"Santa Cruz",51,0.862368448064586,0.44600761773252,0,0,0,0,"Clean"
"27963",27963,"Santa Cruz",51,0.974640636581231,0.440169097965024,0,1,0,0.817,"BBS"
"27971",27971,"Santa Cruz",51,0.963224982352638,0.370300005056429,0,1,0,0.726,"BBS"
"27979",27979,"Santa Cruz",51,0.89253681228104,0.437128008257877,0,0,0,0,"Clean"
"27981",27981,"Santa Cruz",51,0.964621642530837,0.388457399402371,0,1,0,0.726,"BBS"
"27996",27996,"Santa Cruz",52,0.841389674112244,0.515563317161983,0,0,0,0,"Clean"
"28014",28014,"Santa Cruz",52,0.877318178936199,0.883193570552492,1,0,0.78,0,"VS"
"28028",28028,"Santa Cruz",52,0.835494662504834,0.857516813563974,1,0,0.748,0,"VS"
"28042",28042,"Santa Cruz",52,0.835756815248717,0.391714051554688,0,0,0,0,"Clean"
"28053",28053,"Santa Cruz",52,0.840312704936233,0.87031415622923,1,0,0.755,0,"VS"
"28060",28060,"Santa Cruz",52,0.846627025581725,0.429624020956187,0,0,0,0,"Clean"
"28061",28061,"Santa Cruz",52,0.975465404938162,0.35770320363264,0,1,0,0.829,"BBS"
"28064",28064,"Santa Cruz",52,0.835788773820211,0.335311082700283,0,0,0,0,"Clean"
"28085",28085,"Santa Cruz",52,0.857311020612374,0.532049502558919,0,0,0,0,"Clean"
